754	379	0
0.0	1.0	3.0
0	324
162	501
253	596
0	326
202	671
317	492
0	326
128	670
317	579
0	331
201	673
320	578
0	331
129	672
320	693
0	332
222	675
347	700
0	332
138	674
347	542
0	337
172	677
270	504
0	337
109	676
270	748
0	347
161	679
252	739
0	347
101	678
252	604
0	351
182	626
263	606
0	353
155	682
243	477
0	353
98	681
243	717
0	354
231	684
363	653
0	354
147	683
363	723
0	357
175	686
275	611
0	357
110	685
275	505
0	362
226	688
355	691
0	362
144	687
355	730
0	366
156	690
245	633
0	366
97	689
245	645
0	368
226	489
356	687
0	370
204	693
321	623
0	370
129	692
321	673
0	371
220	695
344	520
0	371
139	694
344	632
0	372
169	697
264	531
0	372
106	696
264	641
0	374
183	699
286	624
0	374
115	698
286	607
0	375
222	605
348	674
0	378
214	702
335	667
0	378
136	701
335	494
0	383
195	704
306	642
0	383
123	703
306	708
0	385
224	706
352	543
0	385
142	705
352	721
0	386
198	708
311	751
0	386
123	707
311	704
0	388
185	530
289	496
0	392
168	531
262	626
0	395
157	712
247	609
0	395
99	711
247	507
0	398
165	598
257	614
0	402
217	599
338	745
0	404
237	536
372	538
0	407
104	717
244	630
0	407
98	716
244	682
0	411
188	719
296	491
0	411
119	718
296	488
0	413
227	721
357	489
0	413
142	720
357	706
0	415
233	723
366	561
0	415
147	722
366	684
0	420
196	725
307	749
0	420
124	724
307	509
0	422
216	727
339	599
0	422
137	726
339	668
0	428
208	729
327	750
0	428
132	728
327	528
0	431
144	731
349	688
0	431
141	730
349	650
0	434
211	733
330	551
0	434
134	732
330	657
0	438
238	735
375	536
0	438
152	734
375	524
0	442
190	654
193	600
0	443
194	738
304	508
0	443
122	737
304	655
0	445
161	544
166	678
0	447
239	573
376	516
0	450
221	742
345	540
0	450
140	741
345	521
0	454
212	744
333	546
0	454
135	743
333	577
0	455
217	582
340	714
0	458
181	627
282	499
0	460
173	748
271	498
0	460
109	747
271	677
0	463
196	642
305	724
0	464
208	567
326	728
0	468
198	643
310	707
0	469
192	522
302	482
0	471
235	561
367	665
282
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
7
8
7
7
7
7
7
8
7
7
7
8
7
7
7
7
8
7
7
7
7
8
7
7
7
7
7
8
7
7
8
7
7
7
7
7
7
8
7
7
7
7
8
7
7
7
8
7
7
7
7
8
7
7
7
7
8
7
5
5
5
6
5
6
6
5
5
5
5
5
5
6
5
5
5
5
6
5
5
6
5
5
6
5
5
5
5
6
5
5
5
5
5
6
5
5
5
5
6
5
5
5
5
5
5
6
5
5
5
6
5
5
5
5
6
6
5
5
6
5
5
5
5
5
6
5
5
5
5
5
5
5
6
5
5
5
5
5
6
5
5
5
5
5
5
4
3
3
3
3
4
3
3
3
3
3
3
4
3
3
3
4
3
3
3
3
4
4
3
3
4
3
3
3
3
3
4
3
3
3
4
3
3
3
3
3
4
3
3
3
3
3
3
4
3
3
3
3
4
3
3
3
3
4
3
3
4
3
3
4
3
3
3
3
4
3
4
3
3
3
3
3
4
3
3
3
3
3
3
3
4
3
3
3
3
3
4
3
3
3
3
3
4
3
4
4
3
3
3
3
3
3
4
3
3
4
3
3
3
3
4
3
3
3
3
3
4
3
3
3
3
4
3
3
3
3
4
3
3
3
4
3
3
